src_ip,dst_ip,packet_size,ttl,ip_flags,fragment_offset,ip_header_length,ip_checksum,src_mac,dst_mac,label
1921680201,1921680205,42,64,0,0,20,44249,133671544484,133671544708,0
1921680201,1921680203,42,64,0,0,20,17503,133671544484,133671544775,0
1921680201,21773160140,66,64,2,0,20,10043,133671544484,133671544825,0
21773160140,1921680201,66,118,0,0,20,33795,133671544825,133671544484,0
21773160140,1921680201,2866,118,0,0,20,30046,133671544825,133671544484,0
1921680201,1722171814,66,64,2,0,20,42048,133671544484,133671544825,0
1921680201,1921680212,42,64,0,0,20,23796,133671544484,106260561257785,0
1921680201,21773160140,78,64,2,0,20,9304,133671544484,133671544825,0
1921680201,21773160140,86,64,2,0,20,10020,133671544484,133671544825,0
1921680201,1921680202,42,64,0,0,20,30936,133671544484,133671544710,0
21773160140,1921680201,2866,118,0,0,20,32036,133671544825,133671544484,0
1921680201,1921680211,42,64,0,0,20,57428,133671544484,133671544485,0
1921680201,1921680203,42,64,0,0,20,16992,133671544484,133671544775,0
1921680201,21773160140,1466,64,2,0,20,8850,133671544484,133671544825,0
1921680201,21773160140,78,64,2,0,20,9383,133671544484,133671544825,0
1921680201,21773160140,78,64,2,0,20,10416,133671544484,133671544825,0
1921680212,1921680201,60,64,0,0,20,18936,106260561257785,133671544484,1
1921680206,1921680201,60,64,0,0,20,39559,133671544774,133671544484,1
1921680201,1921680203,42,64,0,0,20,17158,133671544484,133671544775,0
21773160140,1921680201,1466,118,0,0,20,29154,133671544825,133671544484,0
1921680201,1921680203,42,64,0,0,20,17768,133671544484,133671544775,0
1921680201,21773160140,94,64,2,0,20,10537,133671544484,133671544825,0
21773160140,1921680201,1466,118,0,0,20,32040,133671544825,133671544484,0
1921680205,1921680201,60,64,0,0,20,43378,133671544708,133671544484,1
1921680203,1921680201,60,64,0,0,20,51170,133671544775,133671544484,1
1921680202,1921680201,60,64,0,0,20,62594,133671544710,133671544484,1
1921680201,1921680202,42,64,0,0,20,30905,133671544484,133671544710,0
1921680205,1921680201,60,64,0,0,20,50889,133671544708,133671544484,1
21773160140,1921680201,1466,118,0,0,20,28026,133671544825,133671544484,0
1921680206,1921680201,60,64,0,0,20,33179,133671544774,133671544484,1
1921680201,1921680205,42,64,0,0,20,45035,133671544484,133671544708,0
1921680205,1921680201,60,64,0,0,20,20948,133671544708,133671544484,1
1921680206,1921680201,60,64,0,0,20,28046,133671544774,133671544484,1
1921680201,21773160140,94,64,2,0,20,8609,133671544484,133671544825,0
21773160140,1921680201,4266,118,0,0,20,30240,133671544825,133671544484,0
21773160140,1921680201,1466,118,0,0,20,34419,133671544825,133671544484,0
1921680201,21773160140,94,64,2,0,20,10420,133671544484,133671544825,0
21773160140,1921680201,1466,118,0,0,20,33627,133671544825,133671544484,0
1921680204,1921680201,60,64,0,0,20,21917,106260561259283,133671544484,1
21773160140,1921680201,2866,118,0,0,20,26985,133671544825,133671544484,0
